cid,iupac_name,pubchem_inchikey,rdkit_inchikey,canonical_smiles,isomeric_smiles,formula,pubchem_molecular_weight,rdkit_molecular_weight,exact_mass,charge,heavy_atom_count,isotope_atom_count,covalent_unit_count,elements,xlogp,tpsa,h_bond_donor_count,h_bond_acceptor_count,rotatable_bond_count,source
635,"(3,5-dihydroxyoxolan-2-yl)methyl dihydrogen phosphate",KKZFLSZAWCYPOC-UHFFFAOYSA-N,KKZFLSZAWCYPOC-UHFFFAOYSA-N,O=P(O)(O)OCC1OC(O)CC1O,,C5H11O7P,214.11,214.11,214.02423968,0,13,0,1,C;H;O;P,-2.6,116,4,7,3,PubChem
636,5-(6-aminopurin-9-yl)-2-(hydroxymethyl)oxolan-3-ol,OLXZPDWKRNYJJZ-UHFFFAOYSA-N,OLXZPDWKRNYJJZ-UHFFFAOYSA-N,Nc1ncnc2c1ncn2C1CC(O)C(CO)O1,,C10H13N5O3,251.24,251.246,251.10183929,0,18,0,1,C;H;N;O,-0.5,119,3,7,2,PubChem
637,4-amino-1-[4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]pyrimidin-2-one,CKTSBUTUHBMZGZ-UHFFFAOYSA-N,CKTSBUTUHBMZGZ-UHFFFAOYSA-N,Nc1ccn(C2CC(O)C(CO)O2)c(=O)n1,,C9H13N3O4,227.22,227.22,227.09060590,0,16,0,1,C;H;N;O,-1.8,108,3,4,2,PubChem
640,"1-[4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]pyrimidine-2,4-dione",MXHRCPNRJAMMIM-UHFFFAOYSA-N,MXHRCPNRJAMMIM-UHFFFAOYSA-N,O=c1ccn(C2CC(O)C(CO)O2)c(=O)[nH]1,,C9H12N2O5,228.20,228.204,228.07462149,0,16,0,1,C;H;N;O,-1.6,99.1,3,5,2,PubChem
641,"(2,3-dihydroxy-4-oxopentyl) dihydrogen phosphate",AJPADPZSRRUGHI-UHFFFAOYSA-N,AJPADPZSRRUGHI-UHFFFAOYSA-N,CC(=O)C(O)C(O)COP(=O)(O)O,,C5H11O7P,214.11,214.11,214.02423968,0,13,0,1,C;H;O;P,-3.1,124,4,7,5,PubChem
642,"[[5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] [3-hydroxy-2,2-dimethyl-4-oxo-4-[[3-oxo-3-(2-sulfanylethylamino)propyl]amino]butyl] hydrogen phosphate",KDTSHFARGAKYJN-UHFFFAOYSA-N,KDTSHFARGAKYJN-UHFFFAOYSA-N,CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1O)C(O)C(=O)NCCC(=O)NCCS,,C21H35N7O13P2S,687.6,687.562,687.14887937,0,44,0,1,C;H;N;O;P;S,-4.7,301,9,18,16,PubChem
643,6-(5-methyl-2-oxoimidazolidin-4-yl)hexanoic acid,AUTOLBMXDDTRRT-UHFFFAOYSA-N,AUTOLBMXDDTRRT-UHFFFAOYSA-N,CC1NC(=O)NC1CCCCCC(=O)O,,C10H18N2O3,214.26,214.265,214.13174244,0,15,0,1,C;H;N;O,0.8,78.4,3,3,6,PubChem
647,3-methylbut-2-enyl phosphono hydrogen phosphate,CBIDRCWHNCKSTO-UHFFFAOYSA-N,CBIDRCWHNCKSTO-UHFFFAOYSA-N,CC(C)=CCOP(=O)(O)OP(=O)(O)O,,C5H12O7P2,246.09,246.092,246.00582671,0,14,0,1,C;H;O;P,-1.1,113,3,7,5,PubChem
648,"2,6-dioxo-1,3-diazinane-4-carboxylic acid",UFIVEPVSAGBUSI-UHFFFAOYSA-N,UFIVEPVSAGBUSI-UHFFFAOYSA-N,O=C1CC(C(=O)O)NC(=O)N1,,C5H6N2O4,158.11,158.113,158.03275668,0,11,0,1,C;H;N;O,-1.5,95.5,3,4,1,PubChem
649,"1,3-diazinane-2,4-dione",OIVLITBTBDPEFK-UHFFFAOYSA-N,OIVLITBTBDPEFK-UHFFFAOYSA-N,O=C1CCNC(=O)N1,,C4H6N2O2,114.10,114.104,114.042927438,0,8,0,1,C;H;N;O,-1.1,58.2,2,2,0,PubChem
650,"butane-2,3-dione",QSJXEFYPDANLFS-UHFFFAOYSA-N,QSJXEFYPDANLFS-UHFFFAOYSA-N,CC(=O)C(C)=O,,C4H6O2,86.09,86.09,86.036779430,0,6,0,1,C;H;O,-1.3,34.1,0,2,1,PubChem
652,"7,8-diaminononanoic acid",KCEGBPIYGIWCDH-UHFFFAOYSA-N,KCEGBPIYGIWCDH-UHFFFAOYSA-N,CC(N)C(N)CCCCCC(=O)O,,C9H20N2O2,188.27,188.271,188.152477885,0,13,0,1,C;H;N;O,-2.3,89.3,3,4,7,PubChem
654,diethyl hydrogen phosphate,UCQFCFPECQILOL-UHFFFAOYSA-N,UCQFCFPECQILOL-UHFFFAOYSA-N,CCOP(=O)(O)OCC,,C4H11O4P,154.10,154.102,154.03949583,0,9,0,1,C;H;O;P,-0.3,55.8,1,4,4,PubChem
655,diethoxy-hydroxy-sulfanylidene-lambda5-phosphane,PKUWKAXTAVNIJR-UHFFFAOYSA-N,PKUWKAXTAVNIJR-UHFFFAOYSA-N,CCOP(O)(=S)OCC,,C4H11O3PS,170.17,170.17,170.01665238,0,9,0,1,C;H;O;P;S,1.4,70.8,1,4,4,PubChem
656,"13-[4,5-dihydroxy-6-(hydroxymethyl)-3-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl]oxydocosanoic acid",OAKLJPBSRRDONB-UHFFFAOYSA-N,OAKLJPBSRRDONB-UHFFFAOYSA-N,CCCCCCCCCC(CCCCCCCCCCCC(=O)O)OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O,,C34H64O13,680.9,680.873,680.43469209,0,47,0,1,C;H;O,5.3,216,8,13,26,PubChem
657,"13-[3-[6-(acetyloxymethyl)-3,4,5-trihydroxyoxan-2-yl]oxy-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxydocosanoic acid",DYDPBEMJTPLKEJ-UHFFFAOYSA-N,DYDPBEMJTPLKEJ-UHFFFAOYSA-N,CCCCCCCCCC(CCCCCCCCCCCC(=O)O)OC1OC(CO)C(O)C(O)C1OC1OC(COC(C)=O)C(O)C(O)C1O,,C36H66O14,722.9,722.91,722.44525677,0,50,0,1,C;H;O,5.3,222,7,14,28,PubChem
658,"13-[6-(acetyloxymethyl)-3-[6-(acetyloxymethyl)-3,4,5-trihydroxyoxan-2-yl]oxy-4,5-dihydroxyoxan-2-yl]oxydocosanoic acid",LGIFCELMJBBHMO-UHFFFAOYSA-N,LGIFCELMJBBHMO-UHFFFAOYSA-N,CCCCCCCCCC(CCCCCCCCCCCC(=O)O)OC1OC(COC(C)=O)C(O)C(O)C1OC1OC(COC(C)=O)C(O)C(O)C1O,,C38H68O15,764.9,764.947,764.45582146,0,53,0,1,C;H;O,5.3,228,6,15,30,PubChem
660,"3,4-dihydrochromen-2-one",VMUXSMXIQBNMGZ-UHFFFAOYSA-N,VMUXSMXIQBNMGZ-UHFFFAOYSA-N,O=C1CCc2ccccc2O1,,C9H8O2,148.16,148.161,148.052429494,0,11,0,1,C;H;O,1.6,26.3,0,2,0,PubChem
662,"3,5,7-trihydroxy-2-(4-hydroxyphenyl)-2,3-dihydrochromen-4-one",PADQINQHPQKXNL-UHFFFAOYSA-N,PADQINQHPQKXNL-UHFFFAOYSA-N,O=C1c2c(O)cc(O)cc2OC(c2ccc(O)cc2)C1O,,C15H12O6,288.25,288.255,288.06338810,0,21,0,1,C;H;O,1.8,107,4,6,1,PubChem
663,"6,8-bis(sulfanyl)octanamide",VLYUGYAKYZETRF-UHFFFAOYSA-N,VLYUGYAKYZETRF-UHFFFAOYSA-N,NC(=O)CCCCC(S)CCS,,C8H17NOS2,207.4,207.364,207.07515651,0,12,0,1,C;H;N;O;S,1.1,45.1,3,3,7,PubChem
668,(3-hydroxy-2-oxopropyl) dihydrogen phosphate,GNGACRATGGDKBX-UHFFFAOYSA-N,GNGACRATGGDKBX-UHFFFAOYSA-N,O=C(CO)COP(=O)(O)O,,C3H7O6P,170.06,170.057,169.99802494,0,10,0,1,C;H;O;P,-2.5,104,3,6,4,PubChem
669,(2-hydroxy-3-oxobutyl) dihydrogen phosphate,OKYHYXLCTGGOLM-UHFFFAOYSA-N,OKYHYXLCTGGOLM-UHFFFAOYSA-N,CC(=O)C(O)COP(=O)(O)O,,C4H9O6P,184.08,184.084,184.01367500,0,11,0,1,C;H;O;P,-2.5,104,3,6,4,PubChem
670,"1,3-dihydroxypropan-2-one",RXKJFZQQPQGTFL-UHFFFAOYSA-N,RXKJFZQQPQGTFL-UHFFFAOYSA-N,O=C(CO)CO,,C3H6O3,90.08,90.078,90.031694049,0,6,0,1,C;H;O,-1.4,57.5,2,3,2,PubChem
671,"1,4-dihydroxynaphthalene-2-carboxylic acid",VOJUXHHACRXLTD-UHFFFAOYSA-N,VOJUXHHACRXLTD-UHFFFAOYSA-N,O=C(O)c1cc(O)c2ccccc2c1O,,C11H8O4,204.18,204.181,204.04225873,0,15,0,1,C;H;O,2.5,77.8,3,4,1,PubChem
672,"6,7-dimethyl-8-(2,3,4,5-tetrahydroxypentyl)pteridine-2,4-dione",SXDXRJZUAJBNFL-UHFFFAOYSA-N,SXDXRJZUAJBNFL-UHFFFAOYSA-N,Cc1nc2c(=O)[nH]c(=O)nc-2n(CC(O)C(O)C(O)CO)c1C,,C13H18N4O6,326.31,326.309,326.12263431,0,23,0,1,C;H;N;O,-2.7,155,5,7,5,PubChem
673,2-(dimethylamino)acetic acid,FFDGPVCHZBVARC-UHFFFAOYSA-N,FFDGPVCHZBVARC-UHFFFAOYSA-N,CN(C)CC(=O)O,,C4H9NO2,103.12,103.121,103.063328530,0,7,0,1,C;H;N;O,-2.9,40.5,1,3,2,PubChem
674,N-methylmethanamine,ROSDSFDQCJNGOL-UHFFFAOYSA-N,ROSDSFDQCJNGOL-UHFFFAOYSA-N,CNC,,C2H7N,45.08,45.085,45.057849228,0,3,0,1,C;H;N,-0.2,12,1,1,0,PubChem
675,"5,6-dimethyl-1H-benzimidazole",LJUQGASMPRMWIW-UHFFFAOYSA-N,LJUQGASMPRMWIW-UHFFFAOYSA-N,Cc1cc2nc[nH]c2cc1C,,C9H10N2,146.19,146.193,146.084398327,0,11,0,1,C;H;N,2.4,28.7,1,1,0,PubChem
677,"2,3-dihydroxy-3-methylbutanoic acid",JTEYKUFKXGDTEU-UHFFFAOYSA-N,JTEYKUFKXGDTEU-UHFFFAOYSA-N,CC(C)(O)C(O)C(=O)O,,C5H10O4,134.13,134.131,134.05790880,0,9,0,1,C;H;O,-0.9,77.8,3,4,2,PubChem
679,methylsulfinylmethane,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,CS(C)=O,,C2H6OS,78.14,78.136,78.01393598,0,4,0,1,C;H;O;S,-0.6,36.3,0,2,0,PubChem
680,"3,8-dimethyldec-7-enyl dihydrogen phosphate",CWKHQISAQICLMY-UHFFFAOYSA-N,CWKHQISAQICLMY-UHFFFAOYSA-N,CCC(C)=CCCCC(C)CCOP(=O)(O)O,,C12H25O4P,264.30,264.302,264.14904627,0,17,0,1,C;H;O;P,3.1,66.8,2,4,9,PubChem
681,"4-(2-aminoethyl)benzene-1,2-diol",VYFYYTLLBUKUHU-UHFFFAOYSA-N,VYFYYTLLBUKUHU-UHFFFAOYSA-N,NCCc1ccc(O)c(O)c1,,C8H11NO2,153.18,153.181,153.078978594,0,11,0,1,C;H;N;O,-1,66.5,3,3,2,PubChem
682,"2-amino-3-(3,4-dioxocyclohexa-1,5-dien-1-yl)propanoic acid",AHMIDUVKSGCHAU-UHFFFAOYSA-N,AHMIDUVKSGCHAU-UHFFFAOYSA-N,NC(CC1=CC(=O)C(=O)C=C1)C(=O)O,,C9H9NO4,195.17,195.174,195.05315777,0,14,0,1,C;H;N;O,-3.4,97.5,2,5,3,PubChem
683,phosphono 2-hydroxy-3-phosphonooxypropanoate,LJQLQCAXBUHEAZ-UHFFFAOYSA-N,LJQLQCAXBUHEAZ-UHFFFAOYSA-N,O=C(OP(=O)(O)O)C(O)COP(=O)(O)O,,C3H8O10P2,266.04,266.035,265.95927044,0,15,0,1,C;H;O;P,-3.9,171,5,10,6,PubChem
684,"[hydroxy-[[3-hydroxy-5-(5-methyl-2,4-dioxopyrimidin-1-yl)oxolan-2-yl]methoxy]phosphoryl] [3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl] hydrogen phosphate",YSYKRGRSMLTJNL-UHFFFAOYSA-N,YSYKRGRSMLTJNL-UHFFFAOYSA-N,Cc1cn(C2CC(O)C(COP(=O)(O)OP(=O)(O)OC3OC(CO)C(O)C(O)C3O)O2)c(=O)[nH]c1=O,,C16H26N2O16P2,564.3,564.33,564.07575674,0,36,0,1,C;H;N;O;P,-5.5,271,8,16,9,PubChem
685,"(3,4-dihydroxy-6-methyl-5-oxooxan-2-yl) [hydroxy-[[3-hydroxy-5-(5-methyl-2,4-dioxopyrimidin-1-yl)oxolan-2-yl]methoxy]phosphoryl] hydrogen phosphate",PSXWNITXWWECNY-UHFFFAOYSA-N,PSXWNITXWWECNY-UHFFFAOYSA-N,Cc1cn(C2CC(O)C(COP(=O)(O)OP(=O)(O)OC3OC(C)C(=O)C(O)C3O)O2)c(=O)[nH]c1=O,,C16H24N2O15P2,546.31,546.315,546.06519206,0,35,0,1,C;H;N;O;P,-4.4,248,6,15,8,PubChem
686,"[hydroxy-[[3-hydroxy-5-(5-methyl-2,4-dioxopyrimidin-1-yl)oxolan-2-yl]methoxy]phosphoryl] (3,4,5-trihydroxy-6-methyloxan-2-yl) hydrogen phosphate",ZOSQFDVXNQFKBY-UHFFFAOYSA-N,ZOSQFDVXNQFKBY-UHFFFAOYSA-N,Cc1cn(C2CC(O)C(COP(=O)(O)OP(=O)(O)OC3OC(C)C(O)C(O)C3O)O2)c(=O)[nH]c1=O,,C16H26N2O15P2,548.33,548.331,548.08084212,0,35,0,1,C;H;N;O;P,-4.8,251,7,15,8,PubChem
687,"[5-(2,4-dioxopyrimidin-1-yl)-3-hydroxyoxolan-2-yl]methyl phosphono hydrogen phosphate",QHWZTVCCBMIIKE-UHFFFAOYSA-N,QHWZTVCCBMIIKE-UHFFFAOYSA-N,O=c1ccn(C2CC(O)C(COP(=O)(O)OP(=O)(O)O)O2)c(=O)[nH]1,,C9H14N2O11P2,388.16,388.162,388.00728326,0,24,0,1,C;H;N;O;P,-4.4,192,5,11,6,PubChem
688,"[5-(2,4-dioxopyrimidin-1-yl)-3-hydroxyoxolan-2-yl]methyl dihydrogen phosphate",JSRLJPSBLDHEIO-UHFFFAOYSA-N,JSRLJPSBLDHEIO-UHFFFAOYSA-N,O=c1ccn(C2CC(O)C(COP(=O)(O)O)O2)c(=O)[nH]1,,C9H13N2O8P,308.18,308.183,308.04095237,0,20,0,1,C;H;N;O;P,-3.3,146,4,8,4,PubChem
689,"[[5-(2,4-dioxopyrimidin-1-yl)-3-hydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] phosphono hydrogen phosphate",AHCYMLUZIRLXAA-UHFFFAOYSA-N,AHCYMLUZIRLXAA-UHFFFAOYSA-N,O=c1ccn(C2CC(O)C(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O2)c(=O)[nH]1,,C9H15N2O14P3,468.14,468.141,467.97361415,0,28,0,1,C;H;N;O;P,-5.5,239,6,14,8,PubChem
690,"2-methyl-1,4,5,6-tetrahydropyrimidine-6-carboxylic acid",WQXNXVUDBPYKBA-UHFFFAOYSA-N,WQXNXVUDBPYKBA-UHFFFAOYSA-N,CC1=NCCC(C(=O)O)N1,,C6H10N2O2,142.16,142.158,142.074227566,0,10,0,1,C;H;N;O,-0.8,61.7,2,3,1,PubChem
691,2-hydroxy-3-phenylprop-2-enoic acid,DEDGUGJNLNLJSR-UHFFFAOYSA-N,DEDGUGJNLNLJSR-UHFFFAOYSA-N,O=C(O)C(O)=Cc1ccccc1,,C9H8O3,164.16,164.16,164.047344113,0,12,0,1,C;H;O,1.7,57.5,2,3,2,PubChem
692,"N-[7,11-bis[(2,3-dihydroxybenzoyl)amino]-2,6,10-trioxo-1,5,9-trioxacyclododec-3-yl]-2,3-dihydroxybenzamide",SERBHKJMVBATSJ-UHFFFAOYSA-N,SERBHKJMVBATSJ-UHFFFAOYSA-N,O=C(NC1COC(=O)C(NC(=O)c2cccc(O)c2O)COC(=O)C(NC(=O)c2cccc(O)c2O)COC1=O)c1cccc(O)c1O,,C30H27N3O15,669.5,669.552,669.14421716,0,48,0,1,C;H;N;O,2.3,288,9,15,6,PubChem
693,"2,2-dimethyl-3-(3,7,12,16,20-pentamethylhenicosa-3,7,11,15,19-pentaenyl)oxirane",QYIMSPSDBYKPPY-UHFFFAOYSA-N,QYIMSPSDBYKPPY-UHFFFAOYSA-N,CC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)CCC=C(C)CCC1OC1(C)C,,C30H50O,426.7,426.729,426.386166214,0,31,0,1,C;H;O,10.3,12.5,0,1,15,PubChem
694,N-(pyridin-3-ylmethylidene)hydroxylamine,YBKOPFQCLSPTPV-UHFFFAOYSA-N,YBKOPFQCLSPTPV-UHFFFAOYSA-N,ON=Cc1cccnc1,,C6H6N2O,122.12,122.127,122.048012819,0,9,0,1,C;H;N;O,0.6,45.5,1,3,1,PubChem
695,"2,3-dihydroxy-4-phosphonooxybutanoate",ZCZXOHUILRHRQJ-UHFFFAOYSA-M,ZCZXOHUILRHRQJ-UHFFFAOYSA-M,O=C([O-])C(O)C(O)COP(=O)(O)O,,C4H8O8P-,215.08,215.074,214.99567921,-1,13,0,1,C;H;O;P,-2.6,147,4,8,4,PubChem
696,"2,3-dihydroxy-4-phosphonooxybutanoic acid",ZCZXOHUILRHRQJ-UHFFFAOYSA-N,ZCZXOHUILRHRQJ-UHFFFAOYSA-N,O=C(O)C(O)C(O)COP(=O)(O)O,,C4H9O8P,216.08,216.082,216.00350424,0,13,0,1,C;H;O;P,-3.2,145,5,8,5,PubChem
697,"(2,3-dihydroxy-4-oxobutyl) dihydrogen phosphate",NGHMDNPXVRFFGS-UHFFFAOYSA-N,NGHMDNPXVRFFGS-UHFFFAOYSA-N,O=CC(O)C(O)COP(=O)(O)O,,C4H9O7P,200.08,200.083,200.00858962,0,12,0,1,C;H;O;P,-3.3,124,4,7,5,PubChem
698,"3-hydroxy-13-methyl-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthren-17-one",DNXHEGUUPJUMQT-UHFFFAOYSA-N,DNXHEGUUPJUMQT-UHFFFAOYSA-N,CC12CCC3c4ccc(O)cc4CCC3C1CCC2=O,,C18H22O2,270.4,270.372,270.161979940,0,20,0,1,C;H;O,3.1,37.3,1,2,0,PubChem
699,"(13-methyl-17-oxo-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthren-3-yl) hydrogen sulfate",JKKFKPJIXZFSSB-UHFFFAOYSA-N,JKKFKPJIXZFSSB-UHFFFAOYSA-N,CC12CCC3c4ccc(OS(=O)(=O)O)cc4CCC3C1CCC2=O,,C18H22O5S,350.4,350.436,350.11879497,0,24,0,1,C;H;O;S,2.5,89.1,1,5,2,PubChem
700,2-aminoethanol,HZAXFHJVJLSVMW-UHFFFAOYSA-N,HZAXFHJVJLSVMW-UHFFFAOYSA-N,NCCO,,C2H7NO,61.08,61.084,61.052763847,0,4,0,1,C;H;N;O,-1.3,46.3,2,2,1,PubChem
701,ethyl 2-methyl-3-oxobutanoate,FNENWZWNOPCZGK-UHFFFAOYSA-N,FNENWZWNOPCZGK-UHFFFAOYSA-N,CCOC(=O)C(C)C(C)=O,,C7H12O3,144.17,144.17,144.078644241,0,10,0,1,C;H;O,0.9,43.4,0,3,4,PubChem
702,ethanol,LFQSCWFLJHTTHZ-UHFFFAOYSA-N,LFQSCWFLJHTTHZ-UHFFFAOYSA-N,CCO,,C2H6O,46.07,46.069,46.041864811,0,3,0,1,C;H;O,-0.1,20.2,1,1,0,PubChem
703,"[[5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] [5-(7,8-dimethyl-2,4-dioxobenzo[g]pteridin-10-yl)-2,3,4-trihydroxypentyl] hydrogen phosphate",VWWQXMAJTJZDQX-UHFFFAOYSA-N,VWWQXMAJTJZDQX-UHFFFAOYSA-N,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(CC(O)C(O)C(O)COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)c2cc1C,,C27H33N9O15P2,785.5,785.557,785.15713538,0,53,0,1,C;H;N;O;P,-5,356,9,20,13,PubChem
704,"[[5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] (5-amino-2,3,4-trihydroxypentyl) hydrogen phosphate",JFHZDRWPWXRIBP-UHFFFAOYSA-N,JFHZDRWPWXRIBP-UHFFFAOYSA-N,NCC(O)C(O)C(O)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1O,,C15H26N6O13P2,560.35,560.35,560.10330890,0,36,0,1,C;H;N;O;P,-9.2,308,9,18,12,PubChem
705,"[[5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] [5-(7,8-dimethyl-2,4-dioxo-1,5-dihydrobenzo[g]pteridin-10-yl)-2,3,4-trihydroxypentyl] hydrogen phosphate",YPZRHBJKEMOYQH-UHFFFAOYSA-N,YPZRHBJKEMOYQH-UHFFFAOYSA-N,Cc1cc2c(cc1C)N(CC(O)C(O)C(O)COP(=O)(O)OP(=O)(O)OCC1OC(n3cnc4c(N)ncnc43)C(O)C1O)c1[nH]c(=O)[nH]c(=O)c1N2,,C27H35N9O15P2,787.6,787.573,787.17278544,0,53,0,1,C;H;N;O;P,-4.8,356,11,21,13,PubChem
706,"phosphono 3,7,11-trimethyldodeca-2,6,10-trienyl hydrogen phosphate",VWFJDQUYCIWHTN-UHFFFAOYSA-N,VWFJDQUYCIWHTN-UHFFFAOYSA-N,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)(O)OP(=O)(O)O,,C15H28O7P2,382.33,382.33,382.13102722,0,24,0,1,C;H;O;P,2.6,113,3,7,11,PubChem
707,"3,7,11,15,19,23,27,31-octamethyldotriaconta-2,6,10,14,18,22,26,30-octaen-1-ol",BZORESSIXXHLNB-UHFFFAOYSA-N,BZORESSIXXHLNB-UHFFFAOYSA-N,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCO,,C40H66O,562.9,562.967,562.511366725,0,41,0,1,C;H;O,14,20.2,1,1,22,PubChem
708,"3,7,11,15,19,23,27,31-octamethyldotriaconta-2,6,10,14,18,22,26,30-octaenyl phosphono hydrogen phosphate",IKKLDISSULFFQO-UHFFFAOYSA-N,IKKLDISSULFFQO-UHFFFAOYSA-N,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)(O)OP(=O)(O)O,,C40H68O7P2,722.9,722.925,722.44402850,0,49,0,1,C;H;O;P,11.8,113,3,7,26,PubChem
709,3-(4-hydroxy-3-methoxyphenyl)prop-2-enoic acid,KSEBMYQBYZTDHS-UHFFFAOYSA-N,KSEBMYQBYZTDHS-UHFFFAOYSA-N,COc1cc(C=CC(=O)O)ccc1O,,C10H10O4,194.18,194.186,194.05790880,0,14,0,1,C;H;O,1.5,66.8,2,4,3,PubChem
710,"[5-(7,8-dimethyl-2,4-dioxobenzo[g]pteridin-10-yl)-2,3,4-trihydroxypentyl] dihydrogen phosphate",FVTCRASFADXXNN-UHFFFAOYSA-N,FVTCRASFADXXNN-UHFFFAOYSA-N,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(CC(O)C(O)C(O)COP(=O)(O)O)c2cc1C,,C17H21N4O9P,456.3,456.348,456.10461526,0,31,0,1,C;H;N;O;P,-2.6,202,6,10,7,PubChem
711,"[5-(7,8-dimethyl-2,4-dioxo-1,5-dihydrobenzo[g]pteridin-10-yl)-2,3,4-trihydroxypentyl] dihydrogen phosphate",YTNIXZGTHTVJBW-UHFFFAOYSA-N,YTNIXZGTHTVJBW-UHFFFAOYSA-N,Cc1cc2c(cc1C)N(CC(O)C(O)C(O)COP(=O)(O)O)c1[nH]c(=O)[nH]c(=O)c1N2,,C17H23N4O9P,458.4,458.364,458.12026532,0,31,0,1,C;H;N;O;P,-2.3,201,8,11,7,PubChem
712,formaldehyde,WSFSSNUMVMOOMR-UHFFFAOYSA-N,WSFSSNUMVMOOMR-UHFFFAOYSA-N,C=O,,CH2O,30.026,30.026,30.010564683,0,2,0,1,C;H;O,1.2,17.1,0,1,0,PubChem
713,formamide,ZHNUHDYFZUAESO-UHFFFAOYSA-N,ZHNUHDYFZUAESO-UHFFFAOYSA-N,NC=O,,CH3NO,45.041,45.041,45.021463719,0,3,0,1,C;H;N;O,-0.8,43.1,1,1,0,PubChem
714,"S-[2-[3-[[4-[[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethyl] methanethioate",SXMOKYXNAPLNCW-UHFFFAOYSA-N,SXMOKYXNAPLNCW-UHFFFAOYSA-N,CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCSC=O,,C22H36N7O17P3S,795.5,795.551,795.11012487,0,50,0,1,C;H;N;O;P;S,-5.6,389,9,22,20,PubChem
715,"7-[[1-carboxy-4-[[1-carboxy-4-[2-[4-[[5-(formamidomethyl)furan-3-yl]methoxy]phenyl]ethylamino]-4-oxobutyl]amino]-4-oxobutyl]amino]-7-oxoheptane-1,3,4-tricarboxylic acid",RGBIJPWAWLXPOC-UHFFFAOYSA-N,RGBIJPWAWLXPOC-UHFFFAOYSA-N,O=CNCc1cc(COc2ccc(CCNC(=O)CCC(NC(=O)CCC(NC(=O)CCC(C(=O)O)C(CCC(=O)O)C(=O)O)C(=O)O)C(=O)O)cc2)co1,,C35H44N4O16,776.7,776.749,776.27523133,0,55,0,1,C;H;N;O,-1.1,325,9,16,27,PubChem
716,"2,5-bis(hydroxymethyl)oxolane-2,3,4-triol",RFSUNEUAIZKAJO-UHFFFAOYSA-N,RFSUNEUAIZKAJO-UHFFFAOYSA-N,OCC1OC(O)(CO)C(O)C1O,,C6H12O6,180.16,180.156,180.06338810,0,12,0,1,C;H;O,-2.3,110,5,6,2,PubChem
717,"[2,3,4-trihydroxy-5-(hydroxymethyl)oxolan-2-yl]methyl dihydrogen phosphate",RHKKZBWRNHGJEZ-UHFFFAOYSA-N,RHKKZBWRNHGJEZ-UHFFFAOYSA-N,O=P(O)(O)OCC1(O)OC(CO)C(O)C1O,,C6H13O9P,260.14,260.135,260.02971899,0,16,0,1,C;H;O;P,-3.9,157,6,9,4,PubChem
718,"[2,3,4-trihydroxy-5-(phosphonooxymethyl)oxolan-2-yl]methyl dihydrogen phosphate",RNBGYGVWRKECFJ-UHFFFAOYSA-N,RNBGYGVWRKECFJ-UHFFFAOYSA-N,O=P(O)(O)OCC1OC(O)(COP(=O)(O)O)C(O)C1O,,C6H14O12P2,340.12,340.114,339.99604987,0,20,0,1,C;H;O;P,-5.6,203,7,12,6,PubChem
